id,work_activity
19984,Experimentation and iteration to improve existing ML models
19984,Analyze and understand data to influence product or business decisions
19984,Build prototypes to explore applying machine learning to new areas
19984,Build and/or run a machine learning service that operationally improves my product or workflows
19985,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
19987,None of these activities are an important part of my role at work
19992,Analyze and understand data to influence product or business decisions
19994,Do research that advances the state of the art of machine learning
19994,Experimentation and iteration to improve existing ML models
19997,Analyze and understand data to influence product or business decisions
19997,Build prototypes to explore applying machine learning to new areas
19997,Build and/or run a machine learning service that operationally improves my product or workflows
19997,Do research that advances the state of the art of machine learning
19997,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20000,Analyze and understand data to influence product or business decisions
20002,Analyze and understand data to influence product or business decisions
20010,Build prototypes to explore applying machine learning to new areas
20011,Other
20012,Other
20012,Experimentation and iteration to improve existing ML models
20012,Do research that advances the state of the art of machine learning
20012,Analyze and understand data to influence product or business decisions
20012,Build prototypes to explore applying machine learning to new areas
20012,Build and/or run a machine learning service that operationally improves my product or workflows
20012,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20013,None of these activities are an important part of my role at work
20014,Build prototypes to explore applying machine learning to new areas
20014,Experimentation and iteration to improve existing ML models
20014,Other
20020,Build and/or run a machine learning service that operationally improves my product or workflows
20021,Experimentation and iteration to improve existing ML models
20021,Do research that advances the state of the art of machine learning
20022,Analyze and understand data to influence product or business decisions
20022,Experimentation and iteration to improve existing ML models
20023,Build prototypes to explore applying machine learning to new areas
20023,Experimentation and iteration to improve existing ML models
20023,Build and/or run a machine learning service that operationally improves my product or workflows
20023,Do research that advances the state of the art of machine learning
20023,Analyze and understand data to influence product or business decisions
20024,Experimentation and iteration to improve existing ML models
20024,Do research that advances the state of the art of machine learning
20025,None of these activities are an important part of my role at work
20033,None of these activities are an important part of my role at work
20034,Do research that advances the state of the art of machine learning
20034,Analyze and understand data to influence product or business decisions
20037,Analyze and understand data to influence product or business decisions
20037,Build prototypes to explore applying machine learning to new areas
20038,Analyze and understand data to influence product or business decisions
20041,Other
20043,Build prototypes to explore applying machine learning to new areas
20043,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20043,Analyze and understand data to influence product or business decisions
20045,Build prototypes to explore applying machine learning to new areas
20045,Analyze and understand data to influence product or business decisions
20045,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20045,Experimentation and iteration to improve existing ML models
20047,None of these activities are an important part of my role at work
20048,None of these activities are an important part of my role at work
20059,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20059,Analyze and understand data to influence product or business decisions
20062,Build prototypes to explore applying machine learning to new areas
20062,Experimentation and iteration to improve existing ML models
20063,None of these activities are an important part of my role at work
20073,Build and/or run a machine learning service that operationally improves my product or workflows
20073,Build prototypes to explore applying machine learning to new areas
20073,Do research that advances the state of the art of machine learning
20073,Experimentation and iteration to improve existing ML models
20074,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20074,Build prototypes to explore applying machine learning to new areas
20074,Experimentation and iteration to improve existing ML models
20074,Analyze and understand data to influence product or business decisions
20076,Analyze and understand data to influence product or business decisions
20076,Do research that advances the state of the art of machine learning
20076,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20076,Build prototypes to explore applying machine learning to new areas
20081,Other
20082,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20082,Analyze and understand data to influence product or business decisions
20085,Other
20088,Analyze and understand data to influence product or business decisions
20090,Analyze and understand data to influence product or business decisions
20090,Build and/or run a machine learning service that operationally improves my product or workflows
20090,Build prototypes to explore applying machine learning to new areas
20090,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20090,Experimentation and iteration to improve existing ML models
20097,Do research that advances the state of the art of machine learning
20097,Build prototypes to explore applying machine learning to new areas
20097,Analyze and understand data to influence product or business decisions
20097,Experimentation and iteration to improve existing ML models
20098,Analyze and understand data to influence product or business decisions
20100,Analyze and understand data to influence product or business decisions
20100,Experimentation and iteration to improve existing ML models
20100,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20100,Build prototypes to explore applying machine learning to new areas
20100,Build and/or run a machine learning service that operationally improves my product or workflows
20100,Do research that advances the state of the art of machine learning
20101,Experimentation and iteration to improve existing ML models
20101,Build prototypes to explore applying machine learning to new areas
20101,Build and/or run a machine learning service that operationally improves my product or workflows
20101,Do research that advances the state of the art of machine learning
20102,Build prototypes to explore applying machine learning to new areas
20102,Build and/or run a machine learning service that operationally improves my product or workflows
20102,Experimentation and iteration to improve existing ML models
20102,Analyze and understand data to influence product or business decisions
20102,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20103,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20103,Analyze and understand data to influence product or business decisions
20107,Analyze and understand data to influence product or business decisions
20108,None of these activities are an important part of my role at work
20110,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20110,Build and/or run a machine learning service that operationally improves my product or workflows
20110,Analyze and understand data to influence product or business decisions
20112,None of these activities are an important part of my role at work
20117,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20119,Analyze and understand data to influence product or business decisions
20120,Analyze and understand data to influence product or business decisions
20125,Build and/or run a machine learning service that operationally improves my product or workflows
20125,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20125,Do research that advances the state of the art of machine learning
20125,Experimentation and iteration to improve existing ML models
20127,Analyze and understand data to influence product or business decisions
20127,Do research that advances the state of the art of machine learning
20127,Build prototypes to explore applying machine learning to new areas
20127,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20127,Experimentation and iteration to improve existing ML models
20129,Other
20134,Analyze and understand data to influence product or business decisions
20134,Build prototypes to explore applying machine learning to new areas
20137,Do research that advances the state of the art of machine learning
20138,Analyze and understand data to influence product or business decisions
20146,Other
20147,Build prototypes to explore applying machine learning to new areas
20149,Do research that advances the state of the art of machine learning
20149,Build prototypes to explore applying machine learning to new areas
20149,Build and/or run a machine learning service that operationally improves my product or workflows
20149,Analyze and understand data to influence product or business decisions
20149,Experimentation and iteration to improve existing ML models
20149,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20153,Analyze and understand data to influence product or business decisions
20154,Build prototypes to explore applying machine learning to new areas
20154,Do research that advances the state of the art of machine learning
20154,Experimentation and iteration to improve existing ML models
20154,Build and/or run a machine learning service that operationally improves my product or workflows
20157,Build prototypes to explore applying machine learning to new areas
20157,Experimentation and iteration to improve existing ML models
20157,Build and/or run a machine learning service that operationally improves my product or workflows
20169,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20169,Do research that advances the state of the art of machine learning
20169,Build prototypes to explore applying machine learning to new areas
20169,Analyze and understand data to influence product or business decisions
20169,Experimentation and iteration to improve existing ML models
20169,Build and/or run a machine learning service that operationally improves my product or workflows
20171,Analyze and understand data to influence product or business decisions
20172,Other
20175,None of these activities are an important part of my role at work
20180,Experimentation and iteration to improve existing ML models
20180,Do research that advances the state of the art of machine learning
20180,Build and/or run a machine learning service that operationally improves my product or workflows
20180,Analyze and understand data to influence product or business decisions
20180,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20180,Build prototypes to explore applying machine learning to new areas
20187,Other
20189,Other
20189,Analyze and understand data to influence product or business decisions
20192,Do research that advances the state of the art of machine learning
20193,Other
20194,None of these activities are an important part of my role at work
20195,Analyze and understand data to influence product or business decisions
20196,Experimentation and iteration to improve existing ML models
20196,Do research that advances the state of the art of machine learning
20198,Experimentation and iteration to improve existing ML models
20198,Build prototypes to explore applying machine learning to new areas
20198,Analyze and understand data to influence product or business decisions
20198,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20198,Build and/or run a machine learning service that operationally improves my product or workflows
20199,Build prototypes to explore applying machine learning to new areas
20199,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20199,Analyze and understand data to influence product or business decisions
20205,Analyze and understand data to influence product or business decisions
20205,Do research that advances the state of the art of machine learning
20206,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20206,Experimentation and iteration to improve existing ML models
20206,Build prototypes to explore applying machine learning to new areas
20206,Build and/or run a machine learning service that operationally improves my product or workflows
20206,Analyze and understand data to influence product or business decisions
20207,None of these activities are an important part of my role at work
20212,None of these activities are an important part of my role at work
20215,None of these activities are an important part of my role at work
20220,None of these activities are an important part of my role at work
20225,Analyze and understand data to influence product or business decisions
20225,Do research that advances the state of the art of machine learning
20228,Analyze and understand data to influence product or business decisions
20229,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20229,Analyze and understand data to influence product or business decisions
20230,Analyze and understand data to influence product or business decisions
20230,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20232,None of these activities are an important part of my role at work
20236,Build and/or run a machine learning service that operationally improves my product or workflows
20236,Analyze and understand data to influence product or business decisions
20237,Do research that advances the state of the art of machine learning
20241,Do research that advances the state of the art of machine learning
20244,Analyze and understand data to influence product or business decisions
20244,Experimentation and iteration to improve existing ML models
20244,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20244,Do research that advances the state of the art of machine learning
20244,Build prototypes to explore applying machine learning to new areas
20247,Analyze and understand data to influence product or business decisions
20248,Analyze and understand data to influence product or business decisions
20251,None of these activities are an important part of my role at work
20254,Analyze and understand data to influence product or business decisions
20255,None of these activities are an important part of my role at work
20256,Experimentation and iteration to improve existing ML models
20256,Do research that advances the state of the art of machine learning
20256,Build prototypes to explore applying machine learning to new areas
20256,Build and/or run a machine learning service that operationally improves my product or workflows
20257,Experimentation and iteration to improve existing ML models
20257,Build prototypes to explore applying machine learning to new areas
20258,Build prototypes to explore applying machine learning to new areas
20258,Build and/or run a machine learning service that operationally improves my product or workflows
20258,Experimentation and iteration to improve existing ML models
20259,Experimentation and iteration to improve existing ML models
20259,Do research that advances the state of the art of machine learning
20259,Analyze and understand data to influence product or business decisions
20259,Build prototypes to explore applying machine learning to new areas
20259,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20262,Build and/or run a machine learning service that operationally improves my product or workflows
20264,Analyze and understand data to influence product or business decisions
20270,None of these activities are an important part of my role at work
20275,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20275,Analyze and understand data to influence product or business decisions
20275,Build prototypes to explore applying machine learning to new areas
20280,None of these activities are an important part of my role at work
20284,None of these activities are an important part of my role at work
20286,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20287,Experimentation and iteration to improve existing ML models
20287,Build prototypes to explore applying machine learning to new areas
20287,Do research that advances the state of the art of machine learning
20287,Analyze and understand data to influence product or business decisions
20288,Do research that advances the state of the art of machine learning
20288,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20288,Experimentation and iteration to improve existing ML models
20288,Build prototypes to explore applying machine learning to new areas
20293,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20294,Analyze and understand data to influence product or business decisions
20297,Analyze and understand data to influence product or business decisions
20297,Build and/or run a machine learning service that operationally improves my product or workflows
20297,Build prototypes to explore applying machine learning to new areas
20297,Experimentation and iteration to improve existing ML models
20301,Analyze and understand data to influence product or business decisions
20303,Build prototypes to explore applying machine learning to new areas
20303,Experimentation and iteration to improve existing ML models
20304,Analyze and understand data to influence product or business decisions
20307,Other
20308,None of these activities are an important part of my role at work
20309,None of these activities are an important part of my role at work
20311,Analyze and understand data to influence product or business decisions
20319,Analyze and understand data to influence product or business decisions
20322,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20322,Other
20329,Analyze and understand data to influence product or business decisions
20335,None of these activities are an important part of my role at work
20339,Build prototypes to explore applying machine learning to new areas
20339,Build and/or run a machine learning service that operationally improves my product or workflows
20339,Analyze and understand data to influence product or business decisions
20340,Analyze and understand data to influence product or business decisions
20342,Other
20342,Experimentation and iteration to improve existing ML models
20344,Analyze and understand data to influence product or business decisions
20345,Build prototypes to explore applying machine learning to new areas
20345,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20345,Experimentation and iteration to improve existing ML models
20345,Build and/or run a machine learning service that operationally improves my product or workflows
20345,Analyze and understand data to influence product or business decisions
20345,Do research that advances the state of the art of machine learning
20346,Do research that advances the state of the art of machine learning
20346,Analyze and understand data to influence product or business decisions
20346,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20350,Analyze and understand data to influence product or business decisions
20350,Build prototypes to explore applying machine learning to new areas
20350,Build and/or run a machine learning service that operationally improves my product or workflows
20350,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20350,Experimentation and iteration to improve existing ML models
20354,None of these activities are an important part of my role at work
20356,Build prototypes to explore applying machine learning to new areas
20356,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20357,Analyze and understand data to influence product or business decisions
20359,Build and/or run a machine learning service that operationally improves my product or workflows
20359,Analyze and understand data to influence product or business decisions
20359,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20364,Experimentation and iteration to improve existing ML models
20364,Build prototypes to explore applying machine learning to new areas
20364,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20364,Build and/or run a machine learning service that operationally improves my product or workflows
20364,Analyze and understand data to influence product or business decisions
20364,Do research that advances the state of the art of machine learning
20368,Build prototypes to explore applying machine learning to new areas
20368,Analyze and understand data to influence product or business decisions
20368,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20375,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20376,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20376,Build and/or run a machine learning service that operationally improves my product or workflows
20380,None of these activities are an important part of my role at work
20382,Build and/or run a machine learning service that operationally improves my product or workflows
20382,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20382,Experimentation and iteration to improve existing ML models
20382,Do research that advances the state of the art of machine learning
20382,Build prototypes to explore applying machine learning to new areas
20382,Analyze and understand data to influence product or business decisions
20385,None of these activities are an important part of my role at work
20387,Experimentation and iteration to improve existing ML models
20392,None of these activities are an important part of my role at work
20393,Analyze and understand data to influence product or business decisions
20395,Analyze and understand data to influence product or business decisions
20396,Build prototypes to explore applying machine learning to new areas
20397,Analyze and understand data to influence product or business decisions
20397,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20398,Other
20400,None of these activities are an important part of my role at work
20412,Analyze and understand data to influence product or business decisions
20412,Build prototypes to explore applying machine learning to new areas
20413,Analyze and understand data to influence product or business decisions
20413,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20417,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20417,Build and/or run a machine learning service that operationally improves my product or workflows
20417,Analyze and understand data to influence product or business decisions
20417,Build prototypes to explore applying machine learning to new areas
20422,Analyze and understand data to influence product or business decisions
20426,None of these activities are an important part of my role at work
20428,None of these activities are an important part of my role at work
20431,Analyze and understand data to influence product or business decisions
20431,Build prototypes to explore applying machine learning to new areas
20431,Build and/or run a machine learning service that operationally improves my product or workflows
20433,Build and/or run a machine learning service that operationally improves my product or workflows
20433,Analyze and understand data to influence product or business decisions
20433,Build prototypes to explore applying machine learning to new areas
20433,Experimentation and iteration to improve existing ML models
20433,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20436,None of these activities are an important part of my role at work
20437,Experimentation and iteration to improve existing ML models
20437,Analyze and understand data to influence product or business decisions
20443,Analyze and understand data to influence product or business decisions
20443,Other
20444,Other
20446,None of these activities are an important part of my role at work
20448,Analyze and understand data to influence product or business decisions
20448,Experimentation and iteration to improve existing ML models
20452,Do research that advances the state of the art of machine learning
20452,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20452,Build and/or run a machine learning service that operationally improves my product or workflows
20452,Experimentation and iteration to improve existing ML models
20453,Analyze and understand data to influence product or business decisions
20454,None of these activities are an important part of my role at work
20455,Analyze and understand data to influence product or business decisions
20457,Build and/or run a machine learning service that operationally improves my product or workflows
20457,Analyze and understand data to influence product or business decisions
20457,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20457,Build prototypes to explore applying machine learning to new areas
20464,Analyze and understand data to influence product or business decisions
20466,Build prototypes to explore applying machine learning to new areas
20466,Experimentation and iteration to improve existing ML models
20466,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20477,None of these activities are an important part of my role at work
20480,Experimentation and iteration to improve existing ML models
20488,Other
20489,Build prototypes to explore applying machine learning to new areas
20495,Build prototypes to explore applying machine learning to new areas
20495,Build and/or run a machine learning service that operationally improves my product or workflows
20495,Experimentation and iteration to improve existing ML models
20496,Experimentation and iteration to improve existing ML models
20496,Build and/or run a machine learning service that operationally improves my product or workflows
20499,Build and/or run a machine learning service that operationally improves my product or workflows
20499,Experimentation and iteration to improve existing ML models
20499,Analyze and understand data to influence product or business decisions
20499,Build prototypes to explore applying machine learning to new areas
20502,None of these activities are an important part of my role at work
20504,None of these activities are an important part of my role at work
20507,Analyze and understand data to influence product or business decisions
20513,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20513,Build and/or run a machine learning service that operationally improves my product or workflows
20514,None of these activities are an important part of my role at work
20521,None of these activities are an important part of my role at work
20523,Build and/or run a machine learning service that operationally improves my product or workflows
20523,Analyze and understand data to influence product or business decisions
20523,Experimentation and iteration to improve existing ML models
20526,Build and/or run a machine learning service that operationally improves my product or workflows
20526,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20526,Analyze and understand data to influence product or business decisions
20528,Experimentation and iteration to improve existing ML models
20528,Analyze and understand data to influence product or business decisions
20529,Analyze and understand data to influence product or business decisions
20530,Analyze and understand data to influence product or business decisions
20530,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20530,Build prototypes to explore applying machine learning to new areas
20530,Experimentation and iteration to improve existing ML models
20530,Build and/or run a machine learning service that operationally improves my product or workflows
20531,None of these activities are an important part of my role at work
20533,Build and/or run a machine learning service that operationally improves my product or workflows
20536,Analyze and understand data to influence product or business decisions
20537,Analyze and understand data to influence product or business decisions
20537,Build prototypes to explore applying machine learning to new areas
20537,Build and/or run a machine learning service that operationally improves my product or workflows
20538,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20538,Analyze and understand data to influence product or business decisions
20538,Build prototypes to explore applying machine learning to new areas
20541,None of these activities are an important part of my role at work
20546,Analyze and understand data to influence product or business decisions
20546,Build prototypes to explore applying machine learning to new areas
20550,Other
20550,Analyze and understand data to influence product or business decisions
20554,Analyze and understand data to influence product or business decisions
20555,Analyze and understand data to influence product or business decisions
20557,Build prototypes to explore applying machine learning to new areas
20557,Do research that advances the state of the art of machine learning
20557,Experimentation and iteration to improve existing ML models
20558,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20558,Analyze and understand data to influence product or business decisions
20560,Analyze and understand data to influence product or business decisions
20560,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20564,Build prototypes to explore applying machine learning to new areas
20564,Analyze and understand data to influence product or business decisions
20564,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20564,Experimentation and iteration to improve existing ML models
20564,Do research that advances the state of the art of machine learning
20565,None of these activities are an important part of my role at work
20570,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20570,Experimentation and iteration to improve existing ML models
20570,Build and/or run a machine learning service that operationally improves my product or workflows
20571,None of these activities are an important part of my role at work
20578,Analyze and understand data to influence product or business decisions
20578,Experimentation and iteration to improve existing ML models
20578,Build and/or run a machine learning service that operationally improves my product or workflows
20580,Analyze and understand data to influence product or business decisions
20584,Analyze and understand data to influence product or business decisions
20589,Experimentation and iteration to improve existing ML models
20589,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20589,Build and/or run a machine learning service that operationally improves my product or workflows
20589,Analyze and understand data to influence product or business decisions
20589,Build prototypes to explore applying machine learning to new areas
20590,None of these activities are an important part of my role at work
20592,Analyze and understand data to influence product or business decisions
20593,Do research that advances the state of the art of machine learning
20593,Experimentation and iteration to improve existing ML models
20593,Analyze and understand data to influence product or business decisions
20595,None of these activities are an important part of my role at work
20598,None of these activities are an important part of my role at work
20603,Do research that advances the state of the art of machine learning
20603,Experimentation and iteration to improve existing ML models
20605,Analyze and understand data to influence product or business decisions
20605,Do research that advances the state of the art of machine learning
20608,Build prototypes to explore applying machine learning to new areas
20608,Build and/or run a machine learning service that operationally improves my product or workflows
20608,Experimentation and iteration to improve existing ML models
20610,Do research that advances the state of the art of machine learning
20610,Analyze and understand data to influence product or business decisions
20610,Build and/or run a machine learning service that operationally improves my product or workflows
20614,None of these activities are an important part of my role at work
20621,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20621,Analyze and understand data to influence product or business decisions
20621,Build prototypes to explore applying machine learning to new areas
20621,Experimentation and iteration to improve existing ML models
20622,Analyze and understand data to influence product or business decisions
20624,None of these activities are an important part of my role at work
20629,Build and/or run a machine learning service that operationally improves my product or workflows
20629,Experimentation and iteration to improve existing ML models
20629,Build prototypes to explore applying machine learning to new areas
20629,Analyze and understand data to influence product or business decisions
20629,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20629,Do research that advances the state of the art of machine learning
20633,Analyze and understand data to influence product or business decisions
20633,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20635,None of these activities are an important part of my role at work
20638,Analyze and understand data to influence product or business decisions
20638,Experimentation and iteration to improve existing ML models
20638,Build prototypes to explore applying machine learning to new areas
20640,Build and/or run a machine learning service that operationally improves my product or workflows
20640,Analyze and understand data to influence product or business decisions
20640,Do research that advances the state of the art of machine learning
20640,Build prototypes to explore applying machine learning to new areas
20641,Build prototypes to explore applying machine learning to new areas
20641,Experimentation and iteration to improve existing ML models
20641,Do research that advances the state of the art of machine learning
20645,Analyze and understand data to influence product or business decisions
20648,Build prototypes to explore applying machine learning to new areas
20648,Experimentation and iteration to improve existing ML models
20648,Do research that advances the state of the art of machine learning
20648,Analyze and understand data to influence product or business decisions
20649,Analyze and understand data to influence product or business decisions
20649,Do research that advances the state of the art of machine learning
20649,Experimentation and iteration to improve existing ML models
20649,Build prototypes to explore applying machine learning to new areas
20655,Analyze and understand data to influence product or business decisions
20657,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20657,Build prototypes to explore applying machine learning to new areas
20657,Analyze and understand data to influence product or business decisions
20657,Experimentation and iteration to improve existing ML models
20658,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20658,Analyze and understand data to influence product or business decisions
20659,None of these activities are an important part of my role at work
20667,Analyze and understand data to influence product or business decisions
20669,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20669,Analyze and understand data to influence product or business decisions
20672,Experimentation and iteration to improve existing ML models
20672,Analyze and understand data to influence product or business decisions
20672,Build prototypes to explore applying machine learning to new areas
20677,None of these activities are an important part of my role at work
20679,Analyze and understand data to influence product or business decisions
20683,Analyze and understand data to influence product or business decisions
20692,Analyze and understand data to influence product or business decisions
20693,None of these activities are an important part of my role at work
20694,Build and/or run a machine learning service that operationally improves my product or workflows
20694,Analyze and understand data to influence product or business decisions
20694,Build prototypes to explore applying machine learning to new areas
20694,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20695,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20695,Analyze and understand data to influence product or business decisions
20703,Analyze and understand data to influence product or business decisions
20704,Analyze and understand data to influence product or business decisions
20705,Other
20706,Experimentation and iteration to improve existing ML models
20706,Build prototypes to explore applying machine learning to new areas
20706,Analyze and understand data to influence product or business decisions
20706,Build and/or run a machine learning service that operationally improves my product or workflows
20707,Do research that advances the state of the art of machine learning
20710,Analyze and understand data to influence product or business decisions
20712,Analyze and understand data to influence product or business decisions
20713,None of these activities are an important part of my role at work
20714,Other
20718,None of these activities are an important part of my role at work
20723,Build prototypes to explore applying machine learning to new areas
20723,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20723,Build and/or run a machine learning service that operationally improves my product or workflows
20726,Analyze and understand data to influence product or business decisions
20729,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20733,Analyze and understand data to influence product or business decisions
20733,Build and/or run a machine learning service that operationally improves my product or workflows
20733,Build prototypes to explore applying machine learning to new areas
20733,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20735,Do research that advances the state of the art of machine learning
20735,Build prototypes to explore applying machine learning to new areas
20739,Experimentation and iteration to improve existing ML models
20739,Build and/or run a machine learning service that operationally improves my product or workflows
20739,Build prototypes to explore applying machine learning to new areas
20739,Do research that advances the state of the art of machine learning
20739,Analyze and understand data to influence product or business decisions
20739,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20741,Analyze and understand data to influence product or business decisions
20742,Analyze and understand data to influence product or business decisions
20743,Analyze and understand data to influence product or business decisions
20744,Build prototypes to explore applying machine learning to new areas
20744,Build and/or run a machine learning service that operationally improves my product or workflows
20744,Experimentation and iteration to improve existing ML models
20744,Do research that advances the state of the art of machine learning
20744,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20744,Analyze and understand data to influence product or business decisions
20747,Do research that advances the state of the art of machine learning
20747,Experimentation and iteration to improve existing ML models
20747,Build prototypes to explore applying machine learning to new areas
20748,Build and/or run a machine learning service that operationally improves my product or workflows
20748,Build prototypes to explore applying machine learning to new areas
20753,Build prototypes to explore applying machine learning to new areas
20753,Analyze and understand data to influence product or business decisions
20756,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20757,"Build and/or run the data infrastructure that my business uses for storing, analyzing, and operationalizing data"
20757,Build and/or run a machine learning service that operationally improves my product or workflows
