id,framework
19142,  TensorFlow 
19143, Xgboost 
19143, CatBoost 
19143, LightGBM 
19143,  Scikit-learn 
19143, PyTorch 
19144,  Scikit-learn 
19144, Xgboost 
19146, PyTorch 
19146,  TensorFlow 
19149,  Scikit-learn 
19150,  Scikit-learn 
19154,  TensorFlow 
19154, Keras 
19154,  Scikit-learn 
19154, PyTorch 
19155,  TensorFlow 
19155, Keras 
19155,  Scikit-learn 
19157, PyTorch 
19157,  TensorFlow 
19159, JAX 
19160,Other
19160,  TensorFlow 
19161,  Scikit-learn 
19164,  Scikit-learn 
19164, Keras 
19164,  TensorFlow 
19164, Xgboost 
19165, PyTorch 
19165, Fast.ai 
19165,  Scikit-learn 
19165,  TensorFlow 
19165, Keras 
19166,  Scikit-learn 
19166, PyTorch 
19166,  TensorFlow 
19166, Keras 
19166, Xgboost 
19167, LightGBM 
19167, PyTorch 
19167,Other
19167, Caret 
19167,  Scikit-learn 
19168,  Scikit-learn 
19168, Xgboost 
19168, LightGBM 
19168, Keras 
19169,  TensorFlow 
19169, Keras 
19169, PyTorch 
19169,  Scikit-learn 
19170,  TensorFlow 
19170,  Scikit-learn 
19172, Tidymodels 
19172, Caret 
19172, Xgboost 
19172, CatBoost 
19172,  Scikit-learn 
19172, LightGBM 
19173, Tidymodels 
19176,  Scikit-learn 
19176,  TensorFlow 
19176, Xgboost 
19176, PyTorch 
19176, Keras 
19176, LightGBM 
19177, LightGBM 
19177,  Scikit-learn 
19177, PyTorch Lightning 
19177, CatBoost 
19177,  TensorFlow 
19177, Xgboost 
19177, PyTorch 
19177, Keras 
19177, Caret 
19178, CatBoost 
19178, Xgboost 
19178,  Scikit-learn 
19178, LightGBM 
19179,  Scikit-learn 
19179, Xgboost 
19180, PyTorch 
19180,  Scikit-learn 
19182,  Scikit-learn 
19185, Xgboost 
19185, LightGBM 
19185,  Scikit-learn 
19186, Keras 
19186,  Scikit-learn 
19186,  TensorFlow 
19188,  TensorFlow 
19188, Keras 
19189,  Scikit-learn 
19190,Other
19192, LightGBM 
19192, PyTorch 
19192, Keras 
19192,  TensorFlow 
19192, Xgboost 
19192, JAX 
19192,  Scikit-learn 
19193, PyTorch 
19193,  Scikit-learn 
19193, Keras 
19193,  TensorFlow 
19195, LightGBM 
19195, Xgboost 
19195,  Scikit-learn 
19196,  Scikit-learn 
19196, Keras 
19198, PyTorch 
19198,  Scikit-learn 
19198, Keras 
19199, Keras 
19199,  Scikit-learn 
19199,  TensorFlow 
19199, Xgboost 
19200, Huggingface 
19200,  TensorFlow 
19200,  Scikit-learn 
19200, Keras 
19200, PyTorch 
19201,  Scikit-learn 
19202,  Scikit-learn 
19203, PyTorch 
19203,  Scikit-learn 
19203, Keras 
19204,  TensorFlow 
19204,  Scikit-learn 
19204, Keras 
19205,  Scikit-learn 
19205, CatBoost 
19205,Other
19205, LightGBM 
19205, Xgboost 
19208,  Scikit-learn 
19209,  TensorFlow 
19209, Keras 
19209, PyTorch 
19210,  Scikit-learn 
19210, LightGBM 
19210, Keras 
19210, Fast.ai 
19210, Xgboost 
19210, PyTorch 
19210, CatBoost 
19210,  TensorFlow 
19210, Huggingface 
19211, Huggingface 
19211,  Scikit-learn 
19211, Keras 
19211,  TensorFlow 
19213,  Scikit-learn 
19214, Xgboost 
19214,  Scikit-learn 
19214, Keras 
19214, PyTorch 
19214,  TensorFlow 
19215, Xgboost 
19215,  TensorFlow 
19215, Keras 
19215,  Scikit-learn 
19215, PyTorch 
19216,  Scikit-learn 
19216, Xgboost 
19217, PyTorch 
19217,  Scikit-learn 
19218,  TensorFlow 
19218, Fast.ai 
19218, PyTorch 
19218, Xgboost 
19218, Keras 
19218,  Scikit-learn 
19218, LightGBM 
19218, Caret 
19220,  Scikit-learn 
19221, Keras 
19221,  TensorFlow 
19221,  Scikit-learn 
19222, Keras 
19222,  TensorFlow 
19222, PyTorch 
19222,  Scikit-learn 
19223, Keras 
19223, PyTorch 
19223, LightGBM 
19223,  Scikit-learn 
19223,  TensorFlow 
19223, Xgboost 
19224,  TensorFlow 
19226, Keras 
19226,  Scikit-learn 
19226,  TensorFlow 
19227,  Scikit-learn 
19228, Keras 
19228,  TensorFlow 
19228,  Scikit-learn 
19228, PyTorch 
19229, Xgboost 
19229,  TensorFlow 
19229,  Scikit-learn 
19229, Keras 
19230, PyTorch 
19230,  Scikit-learn 
19230, Keras 
19232, Keras 
19232,  TensorFlow 
19232,  Scikit-learn 
19232, Xgboost 
19233, Xgboost 
19233,  TensorFlow 
19233, Huggingface 
19233,  Scikit-learn 
19233, CatBoost 
19236,  Scikit-learn 
19236, Xgboost 
19240,  TensorFlow 
19240,  Scikit-learn 
19240, Keras 
19241,  TensorFlow 
19243,  TensorFlow 
19243,  Scikit-learn 
19243, PyTorch 
19247,  Scikit-learn 
19248, PyTorch 
19248,  Scikit-learn 
19248, Xgboost 
19248, Huggingface 
19249,  Scikit-learn 
19249, PyTorch Lightning 
19249, PyTorch 
19251,  Scikit-learn 
19251,  TensorFlow 
19253,  Scikit-learn 
19254, PyTorch 
19254,  TensorFlow 
19254, Huggingface 
19254, Keras 
19254,  Scikit-learn 
19254, Xgboost 
19255, PyTorch 
19255,  Scikit-learn 
19255, JAX 
19255, Keras 
19255, Xgboost 
19255,  TensorFlow 
19256, PyTorch 
19256,  Scikit-learn 
19256,  TensorFlow 
19258,  Scikit-learn 
19258,  TensorFlow 
19262,  TensorFlow 
19264,  TensorFlow 
19265,  TensorFlow 
19265, PyTorch Lightning 
19265,  Scikit-learn 
19265, Keras 
19265, Tidymodels 
19267,  Scikit-learn 
19267,  TensorFlow 
19270,  Scikit-learn 
19271, Keras 
19271, PyTorch 
19271,  TensorFlow 
19272,  Scikit-learn 
19272,  TensorFlow 
19272, Keras 
19273,  Scikit-learn 
19273,  TensorFlow 
19273, Keras 
19274, PyTorch 
19274, PyTorch Lightning 
19274,  Scikit-learn 
19274, Keras 
19274,  TensorFlow 
19276, Keras 
19276,  TensorFlow 
19277, Keras 
19278,  Scikit-learn 
19279, Keras 
19279, Xgboost 
19279,  TensorFlow 
19279,  Scikit-learn 
19279, PyTorch 
19279, LightGBM 
19279, PyTorch Lightning 
19280, PyTorch 
19280,  TensorFlow 
19280,  Scikit-learn 
19280, Keras 
19280, Xgboost 
19280, Huggingface 
19281, Xgboost 
19281,  Scikit-learn 
19281, LightGBM 
19281, CatBoost 
19282, PyTorch 
19283,  Scikit-learn 
19283, Xgboost 
19284, Keras 
19284,  Scikit-learn 
19284, LightGBM 
19284, Xgboost 
19284,  TensorFlow 
19287, Caret 
19287,  Scikit-learn 
19287, Keras 
19289, Huggingface 
19289,Other
19289, PyTorch 
19289,  Scikit-learn 
19289, PyTorch Lightning 
19292,  TensorFlow 
19292,  Scikit-learn 
19295, Keras 
19295,  TensorFlow 
19295,  Scikit-learn 
19296,  Scikit-learn 
19297,  Scikit-learn 
19297, Xgboost 
19297,  TensorFlow 
19299,  TensorFlow 
19299, Keras 
19299,  Scikit-learn 
19300, Huggingface 
19300,  TensorFlow 
19303,  Scikit-learn 
19305,  Scikit-learn 
19305, Huggingface 
19305, Keras 
19305,  TensorFlow 
19307,  TensorFlow 
19307, PyTorch Lightning 
19307,  Scikit-learn 
19307, PyTorch 
19307, Keras 
19309, Keras 
19309, LightGBM 
19309,  Scikit-learn 
19309, Xgboost 
19309, PyTorch 
19313,  Scikit-learn 
19313,  TensorFlow 
19313, Keras 
19315, Keras 
19315,  Scikit-learn 
19315, Huggingface 
19315, PyTorch 
19315,  TensorFlow 
19318,  Scikit-learn 
19319,  Scikit-learn 
19319,  TensorFlow 
19322, Keras 
19323,  TensorFlow 
19323, PyTorch 
19323,  Scikit-learn 
19324, LightGBM 
19324,  Scikit-learn 
19324, Xgboost 
19325, PyTorch 
19327,  Scikit-learn 
19327, Xgboost 
19327,  TensorFlow 
19328, Keras 
19328,  TensorFlow 
19330,  Scikit-learn 
19331, Keras 
19331,  Scikit-learn 
19331,  TensorFlow 
19332, LightGBM 
19332,  Scikit-learn 
19332,  TensorFlow 
19332, Xgboost 
19332, Keras 
19332, CatBoost 
19333,  Scikit-learn 
19336, Keras 
19336,  TensorFlow 
19337,  Scikit-learn 
19337,  TensorFlow 
19338,Other
19338,  Scikit-learn 
19339,  Scikit-learn 
19340, Xgboost 
19340, Tidymodels 
19342, Keras 
19342,  Scikit-learn 
19342,  TensorFlow 
19345,Other
19345,  Scikit-learn 
19347,  Scikit-learn 
19347, Keras 
19347,  TensorFlow 
19347, Fast.ai 
19349,  TensorFlow 
19349,  Scikit-learn 
19353,  Scikit-learn 
19353, Huggingface 
19353, Keras 
19353, Xgboost 
19353,  TensorFlow 
19354, PyTorch 
19354, PyTorch Lightning 
19354,  Scikit-learn 
19355, Keras 
19355,  Scikit-learn 
19355,  TensorFlow 
19356,  TensorFlow 
19356, Keras 
19356,  Scikit-learn 
19356, PyTorch 
19359,  Scikit-learn 
19359,  TensorFlow 
19359, Keras 
19359, PyTorch 
19360,  Scikit-learn 
19360, Keras 
19360,  TensorFlow 
19362,  TensorFlow 
19362, JAX 
19365, CatBoost 
19365, PyTorch 
19365,  Scikit-learn 
19365, LightGBM 
19365, Huggingface 
19365, Xgboost 
19367,  Scikit-learn 
19368, PyTorch 
19368,  Scikit-learn 
19368, Huggingface 
19369, PyTorch 
19369, JAX 
19369, Keras 
19369,  TensorFlow 
19370,  TensorFlow 
19371,  TensorFlow 
19371, PyTorch 
19371, Keras 
19371,  Scikit-learn 
19372, Caret 
19374, Keras 
19374,  Scikit-learn 
19375,  Scikit-learn 
19376, CatBoost 
19376, Xgboost 
19376,  Scikit-learn 
19376, Caret 
19376, LightGBM 
19377,  TensorFlow 
19377, Keras 
19377,  Scikit-learn 
19378, Tidymodels 
19378,  TensorFlow 
19379,  TensorFlow 
19379, Keras 
19385,  Scikit-learn 
19386,  TensorFlow 
19386, Xgboost 
19386, Keras 
19386,  Scikit-learn 
19386, LightGBM 
19388, Xgboost 
19390, Tidymodels 
19390, Caret 
19390, Xgboost 
19390,  TensorFlow 
19390, CatBoost 
19390, Keras 
19390, LightGBM 
19390, Fast.ai 
19393, PyTorch 
19393, Keras 
19394,  Scikit-learn 
19394, PyTorch 
19394, Keras 
19394,  TensorFlow 
19398, Keras 
19398,  Scikit-learn 
19398, Huggingface 
19398,  TensorFlow 
19398, PyTorch 
19399, PyTorch 
19399, Keras 
19399,  TensorFlow 
19402, Keras 
19402,  TensorFlow 
19403, JAX 
19404, Keras 
19404, Caret 
19404, PyTorch Lightning 
19404,  TensorFlow 
19404,  Scikit-learn 
19404, Xgboost 
19404, PyTorch 
19405,  Scikit-learn 
19406, Keras 
19406,  TensorFlow 
19406,  Scikit-learn 
19408, Xgboost 
19408,  Scikit-learn 
19410,  Scikit-learn 
19411, LightGBM 
19411,  TensorFlow 
19411, Xgboost 
19411,  Scikit-learn 
19411, Keras 
19412,  Scikit-learn 
19412, PyTorch 
19412, Xgboost 
19412, Fast.ai 
19412, CatBoost 
19412,  TensorFlow 
19412, LightGBM 
19412, Keras 
19413,  Scikit-learn 
19415, Keras 
19415,  Scikit-learn 
19415,  TensorFlow 
19419, Xgboost 
19419,  Scikit-learn 
19420,  Scikit-learn 
19421,  Scikit-learn 
19421, Keras 
19423,  Scikit-learn 
19425, Xgboost 
19425, Keras 
19425,  Scikit-learn 
19425, Tidymodels 
19425,  TensorFlow 
19426, Xgboost 
19426, Fast.ai 
19426,  Scikit-learn 
19426, PyTorch 
19426, PyTorch Lightning 
19426, LightGBM 
19426,  TensorFlow 
19426, CatBoost 
19426, Keras 
19426, Tidymodels 
19429, PyTorch Lightning 
19429,  Scikit-learn 
19429, PyTorch 
19430,  TensorFlow 
19430, Keras 
19430,  Scikit-learn 
19430, Xgboost 
19431,  Scikit-learn 
19431, Keras 
19431,  TensorFlow 
19432,  Scikit-learn 
19434,  Scikit-learn 
19436,  TensorFlow 
19436,  Scikit-learn 
19437, Huggingface 
19437, Xgboost 
19437, PyTorch 
19437,  Scikit-learn 
19440, PyTorch 
19440, Keras 
19440,  TensorFlow 
19440,  Scikit-learn 
19441,  Scikit-learn 
19447, PyTorch Lightning 
19447, Fast.ai 
19447,  TensorFlow 
19447, PyTorch 
19447, Keras 
19447, Xgboost 
19447, CatBoost 
19447, Huggingface 
19449, Xgboost 
19449,  Scikit-learn 
19449, Huggingface 
19450,  TensorFlow 
19450,  Scikit-learn 
19451,  Scikit-learn 
19453, Keras 
19453,  Scikit-learn 
19453, PyTorch 
19453, Huggingface 
19453,  TensorFlow 
19456,  TensorFlow 
19456, Keras 
19457,  Scikit-learn 
19457,  TensorFlow 
19459,  Scikit-learn 
19459, Xgboost 
19460,  Scikit-learn 
19464,  Scikit-learn 
19465,  TensorFlow 
19465,  Scikit-learn 
19466, Keras 
19466, CatBoost 
19466, Xgboost 
19466, LightGBM 
19466, Fast.ai 
19466, PyTorch 
19466,  Scikit-learn 
19466, Huggingface 
19466,  TensorFlow 
19469, Huggingface 
19469, PyTorch 
19469,  Scikit-learn 
19470,  Scikit-learn 
19471, Xgboost 
19471,  Scikit-learn 
19472,  Scikit-learn 
19472, Xgboost 
19472, Caret 
19474, PyTorch 
19474, Keras 
19474,  TensorFlow 
19474,  Scikit-learn 
19475, Keras 
19475, PyTorch 
19475,  Scikit-learn 
19478,  Scikit-learn 
19479,  Scikit-learn 
19483, Tidymodels 
19483,  TensorFlow 
19484,  TensorFlow 
19484, Tidymodels 
19484,  Scikit-learn 
19488, Xgboost 
19488, Keras 
19488,  Scikit-learn 
19488,  TensorFlow 
19489, Keras 
19489, PyTorch Lightning 
19489,  TensorFlow 
19490, Huggingface 
19490, PyTorch 
19490, Fast.ai 
19494,  TensorFlow 
19494, PyTorch 
19494, Fast.ai 
19494,  Scikit-learn 
19497,  Scikit-learn 
19497, Xgboost 
19498, Keras 
19498,  TensorFlow 
19498,  Scikit-learn 
19499,  Scikit-learn 
19499, Xgboost 
19499, Keras 
19500,  Scikit-learn 
19500,  TensorFlow 
19500, Keras 
19501,  Scikit-learn 
19502, CatBoost 
19502, Keras 
19502,  Scikit-learn 
19502, Xgboost 
19502, LightGBM 
19502, Caret 
19503, Xgboost 
19503,  TensorFlow 
19503,  Scikit-learn 
19503, Keras 
19504,  TensorFlow 
19504,  Scikit-learn 
19504, Xgboost 
19505,  Scikit-learn 
19505,Other
19505, Xgboost 
19506, Huggingface 
19506, PyTorch 
19507, CatBoost 
19507, Xgboost 
19507,  Scikit-learn 
19507, LightGBM 
19508, Caret 
19508,  Scikit-learn 
19510, JAX 
19510, Huggingface 
19510,  TensorFlow 
19510, PyTorch Lightning 
19510, PyTorch 
19510,  Scikit-learn 
19513,  Scikit-learn 
19513, Keras 
19513, CatBoost 
19513, Huggingface 
19513, Xgboost 
19513,  TensorFlow 
19513, PyTorch 
19513, LightGBM 
19514,  TensorFlow 
19514,  Scikit-learn 
19514, Xgboost 
19514, Keras 
19514, PyTorch 
19515, PyTorch 
19515, Keras 
19515,  TensorFlow 
19516,  TensorFlow 
19516, Keras 
19518,  TensorFlow 
19518, Xgboost 
19518, PyTorch 
19518, Keras 
19518,  Scikit-learn 
19519,  Scikit-learn 
19519, PyTorch 
19519, Xgboost 
19519,  TensorFlow 
19520,  Scikit-learn 
19520, Keras 
19520, PyTorch 
19520,  TensorFlow 
19522,  Scikit-learn 
19524,  TensorFlow 
19524,  Scikit-learn 
19524, Keras 
19528,  TensorFlow 
19528, PyTorch Lightning 
19528, LightGBM 
19528,  Scikit-learn 
19528, Keras 
19528, Huggingface 
19528, PyTorch 
19529, LightGBM 
19529,  Scikit-learn 
19529, Xgboost 
19530, Xgboost 
19530, Huggingface 
19530, Keras 
19530,  TensorFlow 
19530,  Scikit-learn 
19533,  TensorFlow 
19533, PyTorch 
19533, PyTorch Lightning 
19533,  Scikit-learn 
19533, Fast.ai 
19533, Xgboost 
19533, Keras 
19534,  Scikit-learn 
19534,  TensorFlow 
19534, Huggingface 
19534, Keras 
19534, PyTorch 
19536,Other
19538, LightGBM 
19538, Keras 
19538, Tidymodels 
19538,  TensorFlow 
19539,  TensorFlow 
19539, Xgboost 
19539, Keras 
19539,  Scikit-learn 
19541,  Scikit-learn 
19543,  TensorFlow 
19543,  Scikit-learn 
19543, Keras 
19543, Xgboost 
19545, LightGBM 
19545,  TensorFlow 
19546, Caret 
19546, Huggingface 
19546, PyTorch 
19546, Keras 
19547, Xgboost 
19547, Keras 
19547,  TensorFlow 
19547,  Scikit-learn 
19547, LightGBM 
19549, Fast.ai 
19549,  Scikit-learn 
19549, PyTorch 
19549, Huggingface 
19549, PyTorch Lightning 
19551,  Scikit-learn 
19551, LightGBM 
19551, Xgboost 
19551,  TensorFlow 
19551, Keras 
19552, Xgboost 
19552,  Scikit-learn 
19553,  Scikit-learn 
19554,  Scikit-learn 
19554,  TensorFlow 
19554, Xgboost 
19556,  Scikit-learn 
19556,  TensorFlow 
19556, Keras 
19557, Keras 
19557, PyTorch 
19557,  Scikit-learn 
19557,  TensorFlow 
19558, PyTorch 
19560,  Scikit-learn 
19560,  TensorFlow 
19560, PyTorch 
19560, Keras 
19561, Xgboost 
19561,  TensorFlow 
19561, CatBoost 
19561, PyTorch 
19561,  Scikit-learn 
19561, LightGBM 
19561, Keras 
19562,  Scikit-learn 
19563,  Scikit-learn 
19564, PyTorch 
19564, Fast.ai 
19565,  TensorFlow 
19565,  Scikit-learn 
19566,  Scikit-learn 
19567, Keras 
19567,  TensorFlow 
19567, PyTorch Lightning 
19568,  Scikit-learn 
19568, Keras 
19568,  TensorFlow 
19568, PyTorch 
19569,  TensorFlow 
19569,  Scikit-learn 
19570,  Scikit-learn 
19570, Keras 
19571,  Scikit-learn 
19571,  TensorFlow 
19572,  Scikit-learn 
19573, PyTorch 
19573, Xgboost 
19573, LightGBM 
19573,  Scikit-learn 
19573,  TensorFlow 
19574,  Scikit-learn 
19574,  TensorFlow 
19574, Xgboost 
19574, Keras 
19574, CatBoost 
19574, LightGBM 
19575,  TensorFlow 
19575, Caret 
19575,  Scikit-learn 
19578, Tidymodels 
19580, CatBoost 
19580, PyTorch Lightning 
19580, Huggingface 
19580, PyTorch 
19580, Xgboost 
19580, Tidymodels 
19580, Fast.ai 
19580, Keras 
19580,  TensorFlow 
19580, JAX 
19580,  Scikit-learn 
19580, Caret 
19580,Other
19580, LightGBM 
19581,  Scikit-learn 
19581, Keras 
19581,  TensorFlow 
19582,  TensorFlow 
19582, Keras 
19582, Xgboost 
19582,  Scikit-learn 
19582, LightGBM 
19583,  Scikit-learn 
19585,  TensorFlow 
19585, Xgboost 
19585, PyTorch 
19585, Keras 
19585,  Scikit-learn 
19586,  Scikit-learn 
19586, Keras 
19586,  TensorFlow 
19588,  TensorFlow 
19588, PyTorch 
19588,  Scikit-learn 
19589, Xgboost 
19589,  TensorFlow 
19589,  Scikit-learn 
19589,Other
19590,  Scikit-learn 
19590, Keras 
19590, PyTorch 
19590,  TensorFlow 
19592,Other
19593,  Scikit-learn 
19594, Keras 
19594,  Scikit-learn 
19594, PyTorch 
19594,  TensorFlow 
19595,  Scikit-learn 
19595, Keras 
19599, PyTorch 
19599,  TensorFlow 
19599, Keras 
19599,  Scikit-learn 
19601, Xgboost 
19601, PyTorch 
19601,  Scikit-learn 
19601, Keras 
19601,  TensorFlow 
19603, Fast.ai 
19603, PyTorch 
19603, PyTorch Lightning 
19604,  TensorFlow 
19604,  Scikit-learn 
19604, Keras 
19605, LightGBM 
19605,Other
19605, Xgboost 
19605,  Scikit-learn 
19606,  TensorFlow 
19606, Keras 
19606,  Scikit-learn 
19610, Keras 
19611,  Scikit-learn 
19612,  TensorFlow 
19614, Keras 
19614,  TensorFlow 
19614, PyTorch Lightning 
19615, Keras 
19615,  Scikit-learn 
19615, Xgboost 
19615,  TensorFlow 
19616,  TensorFlow 
19616, PyTorch 
19616,  Scikit-learn 
19616, Keras 
19618, Tidymodels 
19618,  Scikit-learn 
19619,  Scikit-learn 
19621, Xgboost 
19621, Keras 
19621,  Scikit-learn 
19621, PyTorch 
19621,  TensorFlow 
19622,  Scikit-learn 
19624,  TensorFlow 
19624, PyTorch 
19629,  Scikit-learn 
19631, Huggingface 
19631, PyTorch 
19632, PyTorch Lightning 
19632,  Scikit-learn 
19632, Xgboost 
19632, Huggingface 
19633, JAX 
19633, PyTorch 
19633, CatBoost 
19633, Xgboost 
19633, LightGBM 
19636, Fast.ai 
19636, PyTorch 
19636, Huggingface 
19636, Xgboost 
19636, Keras 
19636,  Scikit-learn 
19636,  TensorFlow 
19639,  Scikit-learn 
19641, PyTorch 
19641,  Scikit-learn 
19642, Caret 
19642, JAX 
19642, Huggingface 
19642, Tidymodels 
19642, Xgboost 
19642, CatBoost 
19642, PyTorch Lightning 
19642, Fast.ai 
19642, PyTorch 
19642,  TensorFlow 
19642, Keras 
19642, LightGBM 
19642,Other
19642,  Scikit-learn 
19646,  Scikit-learn 
19646,  TensorFlow 
19646, PyTorch 
19647,  Scikit-learn 
19647, LightGBM 
19647, Xgboost 
19647, Keras 
19651,  TensorFlow 
19655, Xgboost 
19655,  Scikit-learn 
19656,  TensorFlow 
19656, PyTorch 
19658, Xgboost 
19658, Keras 
19658,  Scikit-learn 
19659, Huggingface 
19659, Keras 
19659,  Scikit-learn 
19659,  TensorFlow 
19660,  TensorFlow 
19661, PyTorch 
19661, Huggingface 
19661,  Scikit-learn 
19664,  Scikit-learn 
19665,  Scikit-learn 
19665, Keras 
19665, PyTorch 
19665,  TensorFlow 
19667, PyTorch 
19667,  Scikit-learn 
19667, Fast.ai 
19667, Huggingface 
19668, Fast.ai 
19668,  TensorFlow 
19668, Keras 
19668, PyTorch 
19668, Huggingface 
19670,  Scikit-learn 
19670, Xgboost 
19671, LightGBM 
19671, CatBoost 
19671, Keras 
19671, Xgboost 
19671,  TensorFlow 
19671,  Scikit-learn 
19672,  TensorFlow 
19672,  Scikit-learn 
19672, Keras 
19673,  Scikit-learn 
19675,  TensorFlow 
19675, Xgboost 
19675,  Scikit-learn 
19676, PyTorch 
19676,  Scikit-learn 
19676, Keras 
19676,  TensorFlow 
19677, Tidymodels 
19677, Caret 
19681, Xgboost 
19681,  Scikit-learn 
19682, Keras 
19682,  TensorFlow 
19682, PyTorch 
19682,  Scikit-learn 
19683,  TensorFlow 
19683, Keras 
19683, CatBoost 
19683,  Scikit-learn 
19683, LightGBM 
19684,  TensorFlow 
19684,  Scikit-learn 
19685,Other
19686,  Scikit-learn 
19686, Keras 
19686, Xgboost 
19686,  TensorFlow 
19687, PyTorch 
19687, Keras 
19687,  TensorFlow 
19687,  Scikit-learn 
19688,  TensorFlow 
19688, Fast.ai 
19688, PyTorch 
19688,  Scikit-learn 
19689, Xgboost 
19689,  TensorFlow 
19689,  Scikit-learn 
19689, CatBoost 
19689, LightGBM 
19689, Keras 
19691, Huggingface 
19691, Keras 
19691,  TensorFlow 
19691, LightGBM 
19691, Xgboost 
19691, CatBoost 
19691,  Scikit-learn 
19692, PyTorch 
19692, CatBoost 
19692, Xgboost 
19692,  TensorFlow 
19692,  Scikit-learn 
19692, LightGBM 
19692, Keras 
19693,  Scikit-learn 
19693, Xgboost 
19693,  TensorFlow 
19693, LightGBM 
19695,  TensorFlow 
19695, Keras 
19695,  Scikit-learn 
19696, Keras 
19696,  Scikit-learn 
19696,  TensorFlow 
19697,  TensorFlow 
19697,  Scikit-learn 
19697, Xgboost 
19701,  Scikit-learn 
19701, PyTorch 
19701, Keras 
19701,  TensorFlow 
19702,  TensorFlow 
19702,  Scikit-learn 
19703, PyTorch 
19706,Other
19707, Keras 
19707,  Scikit-learn 
19707,  TensorFlow 
19710,  TensorFlow 
19710, Huggingface 
19710, PyTorch 
19710, Keras 
19711, Huggingface 
19711, PyTorch 
19711, PyTorch Lightning 
19711,  Scikit-learn 
19715, Tidymodels 
19716, PyTorch 
19716,  Scikit-learn 
19716,  TensorFlow 
19717, Keras 
19717,  Scikit-learn 
19717, PyTorch 
19718, Xgboost 
19718,  Scikit-learn 
19718, LightGBM 
19718, PyTorch 
19718, Keras 
19718,  TensorFlow 
19719, Keras 
19719,  TensorFlow 
19719,  Scikit-learn 
19721,  Scikit-learn 
19721, Keras 
19721,  TensorFlow 
19722,  Scikit-learn 
19722, Tidymodels 
19723,  Scikit-learn 
19723, Keras 
19723,  TensorFlow 
19724,  Scikit-learn 
19725,  TensorFlow 
19728,  TensorFlow 
19728, Xgboost 
19728, LightGBM 
19728, Keras 
19733,Other
19735,  TensorFlow 
19735,  Scikit-learn 
19735, Fast.ai 
19735, Keras 
19735, PyTorch 
19736, PyTorch 
19736, Keras 
19736,  Scikit-learn 
19738,  TensorFlow 
19740, PyTorch 
19741, Huggingface 
19741, PyTorch 
19741,  TensorFlow 
19742, Xgboost 
19742,  Scikit-learn 
19742, Caret 
19744, PyTorch 
19744, Keras 
19744,  TensorFlow 
19744,  Scikit-learn 
19746, Keras 
19746, CatBoost 
19746, PyTorch 
19746,  TensorFlow 
19746, Xgboost 
19746,  Scikit-learn 
19746, LightGBM 
19748, Tidymodels 
19748, PyTorch 
19748,  Scikit-learn 
19750, Keras 
19751, Xgboost 
19751,  Scikit-learn 
19751, Tidymodels 
19752, PyTorch 
19755,  Scikit-learn 
19755, Xgboost 
19756, Xgboost 
19756, PyTorch 
19756, Keras 
19756,  Scikit-learn 
19756,  TensorFlow 
19759,  Scikit-learn 
19759, PyTorch 
19759,  TensorFlow 
19760,  Scikit-learn 
19761, PyTorch 
19761,  TensorFlow 
19761, Keras 
19761,  Scikit-learn 
19762, Keras 
19762, PyTorch 
19762,  Scikit-learn 
19762,  TensorFlow 
19762, CatBoost 
19763, PyTorch 
19764, Caret 
19764,  Scikit-learn 
19764, Xgboost 
19766,  Scikit-learn 
19766,Other
19768,  Scikit-learn 
19768, Keras 
19769,  TensorFlow 
19769,  Scikit-learn 
19769, Keras 
19770, PyTorch 
19771, PyTorch 
19771, Xgboost 
19771,  Scikit-learn 
19772, PyTorch 
19772,  TensorFlow 
19772,  Scikit-learn 
19773, Keras 
19776,  Scikit-learn 
19779,  TensorFlow 
19782, CatBoost 
19782, LightGBM 
19782,  Scikit-learn 
19782,  TensorFlow 
19782, Xgboost 
19782, Keras 
19783, Keras 
19783, JAX 
19783,  TensorFlow 
19784,  Scikit-learn 
19785,  TensorFlow 
19785,  Scikit-learn 
19788, PyTorch 
19789,  TensorFlow 
19789,  Scikit-learn 
19791, Xgboost 
19791, Keras 
19791,  TensorFlow 
19791,  Scikit-learn 
19792,  Scikit-learn 
19793, PyTorch 
19793,  Scikit-learn 
19794, Keras 
19794,  Scikit-learn 
19794,  TensorFlow 
19795, Xgboost 
19795, Keras 
19795,  Scikit-learn 
19795,  TensorFlow 
19798,  Scikit-learn 
19798, Tidymodels 
19798, Xgboost 
19800, LightGBM 
19800, CatBoost 
19800, Xgboost 
19800,  Scikit-learn 
19801,  Scikit-learn 
19804, Keras 
19804,  Scikit-learn 
19804,  TensorFlow 
19806,  Scikit-learn 
19807,  Scikit-learn 
19807, Huggingface 
19807,  TensorFlow 
19808, Keras 
19808,  TensorFlow 
19808,  Scikit-learn 
19812, PyTorch 
19812,  TensorFlow 
19812,  Scikit-learn 
19812, LightGBM 
19812, CatBoost 
19812, Xgboost 
19812, Keras 
19812, Fast.ai 
19814, Huggingface 
19814,  Scikit-learn 
19814, PyTorch 
19815, Keras 
19815,  TensorFlow 
19815,  Scikit-learn 
19816,  Scikit-learn 
19816, Xgboost 
19816, PyTorch 
19816, LightGBM 
19819,  Scikit-learn 
19820, Xgboost 
19820, Keras 
19820,  Scikit-learn 
19822, Tidymodels 
19822, Caret 
19823,  Scikit-learn 
19823, Keras 
19823, PyTorch 
19824, PyTorch 
19824, Keras 
