id,algorithm
16633,Convolutional Neural Networks
16633,Bayesian Approaches
16633,Recurrent Neural Networks
16633,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16637,Decision Trees or Random Forests
16637,Linear or Logistic Regression
16637,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16637,Convolutional Neural Networks
16638,Other
16640,"Dense Neural Networks (MLPs, etc)"
16640,Convolutional Neural Networks
16641,Decision Trees or Random Forests
16641,Linear or Logistic Regression
16642,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16642,Linear or Logistic Regression
16643,Linear or Logistic Regression
16643,Decision Trees or Random Forests
16643,Convolutional Neural Networks
16643,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16643,"Autoencoder Networks (DAE, VAE, etc)"
16643,Recurrent Neural Networks
16644,Bayesian Approaches
16644,Linear or Logistic Regression
16644,Decision Trees or Random Forests
16645,Linear or Logistic Regression
16647,Linear or Logistic Regression
16647,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16647,"Dense Neural Networks (MLPs, etc)"
16647,Decision Trees or Random Forests
16647,Convolutional Neural Networks
16648,Linear or Logistic Regression
16648,Decision Trees or Random Forests
16648,Convolutional Neural Networks
16648,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16649,Graph Neural Networks
16649,Linear or Logistic Regression
16649,Decision Trees or Random Forests
16650,Decision Trees or Random Forests
16650,Linear or Logistic Regression
16650,Bayesian Approaches
16650,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16651,Linear or Logistic Regression
16652,Decision Trees or Random Forests
16652,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16652,Bayesian Approaches
16652,Linear or Logistic Regression
16656,Linear or Logistic Regression
16658,Linear or Logistic Regression
16658,Decision Trees or Random Forests
16660,Decision Trees or Random Forests
16660,Convolutional Neural Networks
16660,Recurrent Neural Networks
16660,"Transformer Networks (BERT, gpt-3, etc)"
16660,"Autoencoder Networks (DAE, VAE, etc)"
16660,"Dense Neural Networks (MLPs, etc)"
16660,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16662,Linear or Logistic Regression
16662,Bayesian Approaches
16662,Decision Trees or Random Forests
16663,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16663,Decision Trees or Random Forests
16663,Linear or Logistic Regression
16663,Bayesian Approaches
16663,"Dense Neural Networks (MLPs, etc)"
16665,Decision Trees or Random Forests
16665,Convolutional Neural Networks
16665,Linear or Logistic Regression
16666,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16666,Linear or Logistic Regression
16666,Recurrent Neural Networks
16666,"Transformer Networks (BERT, gpt-3, etc)"
16667,Linear or Logistic Regression
16668,Generative Adversarial Networks
16668,"Transformer Networks (BERT, gpt-3, etc)"
16668,Recurrent Neural Networks
16668,"Dense Neural Networks (MLPs, etc)"
16668,Graph Neural Networks
16668,"Autoencoder Networks (DAE, VAE, etc)"
16668,Convolutional Neural Networks
16668,Decision Trees or Random Forests
16668,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16669,Bayesian Approaches
16669,Linear or Logistic Regression
16670,Other
16671,Linear or Logistic Regression
16671,Decision Trees or Random Forests
16675,Linear or Logistic Regression
16676,Linear or Logistic Regression
16678,Bayesian Approaches
16678,Linear or Logistic Regression
16678,Decision Trees or Random Forests
16679,Linear or Logistic Regression
16679,Decision Trees or Random Forests
16680,Decision Trees or Random Forests
16680,"Transformer Networks (BERT, gpt-3, etc)"
16680,Convolutional Neural Networks
16680,Recurrent Neural Networks
16680,Linear or Logistic Regression
16680,"Dense Neural Networks (MLPs, etc)"
16680,Bayesian Approaches
16683,Decision Trees or Random Forests
16683,Linear or Logistic Regression
16683,Graph Neural Networks
16683,Convolutional Neural Networks
16685,Decision Trees or Random Forests
16686,Decision Trees or Random Forests
16686,Linear or Logistic Regression
16686,"Transformer Networks (BERT, gpt-3, etc)"
16686,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16686,Convolutional Neural Networks
16687,Decision Trees or Random Forests
16687,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16687,Linear or Logistic Regression
16687,Bayesian Approaches
16688,Linear or Logistic Regression
16688,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16688,"Transformer Networks (BERT, gpt-3, etc)"
16691,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16691,Linear or Logistic Regression
16691,Decision Trees or Random Forests
16692,"Dense Neural Networks (MLPs, etc)"
16692,Decision Trees or Random Forests
16692,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16692,Linear or Logistic Regression
16692,Convolutional Neural Networks
16695,Bayesian Approaches
16695,Linear or Logistic Regression
16695,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16695,Decision Trees or Random Forests
16696,Other
16696,"Transformer Networks (BERT, gpt-3, etc)"
16699,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16699,"Dense Neural Networks (MLPs, etc)"
16699,Convolutional Neural Networks
16699,Linear or Logistic Regression
16699,Recurrent Neural Networks
16699,Decision Trees or Random Forests
16700,"Autoencoder Networks (DAE, VAE, etc)"
16700,Convolutional Neural Networks
16700,"Dense Neural Networks (MLPs, etc)"
16700,Recurrent Neural Networks
16700,Generative Adversarial Networks
16703,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16703,"Autoencoder Networks (DAE, VAE, etc)"
16703,Decision Trees or Random Forests
16703,"Transformer Networks (BERT, gpt-3, etc)"
16703,Recurrent Neural Networks
16704,Decision Trees or Random Forests
16704,Linear or Logistic Regression
16706,Decision Trees or Random Forests
16706,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16706,Linear or Logistic Regression
16708,Decision Trees or Random Forests
16708,Linear or Logistic Regression
16708,"Dense Neural Networks (MLPs, etc)"
16708,Convolutional Neural Networks
16709,"Dense Neural Networks (MLPs, etc)"
16709,Decision Trees or Random Forests
16709,Convolutional Neural Networks
16709,Linear or Logistic Regression
16709,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16709,Recurrent Neural Networks
16709,Graph Neural Networks
16709,"Transformer Networks (BERT, gpt-3, etc)"
16710,Linear or Logistic Regression
16710,Decision Trees or Random Forests
16711,Linear or Logistic Regression
16711,Decision Trees or Random Forests
16714,Bayesian Approaches
16714,Linear or Logistic Regression
16714,Decision Trees or Random Forests
16715,Linear or Logistic Regression
16716,Convolutional Neural Networks
16716,Decision Trees or Random Forests
16716,Linear or Logistic Regression
16716,Bayesian Approaches
16718,Graph Neural Networks
16718,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16718,Convolutional Neural Networks
16718,Linear or Logistic Regression
16722,Decision Trees or Random Forests
16722,Linear or Logistic Regression
16725,Graph Neural Networks
16725,Bayesian Approaches
16725,Decision Trees or Random Forests
16725,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16726,Convolutional Neural Networks
16726,Decision Trees or Random Forests
16726,Linear or Logistic Regression
16726,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16728,Bayesian Approaches
16728,Linear or Logistic Regression
16728,Decision Trees or Random Forests
16729,Decision Trees or Random Forests
16729,Linear or Logistic Regression
16729,"Dense Neural Networks (MLPs, etc)"
16729,Recurrent Neural Networks
16729,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16730,Linear or Logistic Regression
16731,Recurrent Neural Networks
16731,"Dense Neural Networks (MLPs, etc)"
16731,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16731,Convolutional Neural Networks
16731,Linear or Logistic Regression
16731,Decision Trees or Random Forests
16731,"Transformer Networks (BERT, gpt-3, etc)"
16732,Decision Trees or Random Forests
16732,"Dense Neural Networks (MLPs, etc)"
16732,Convolutional Neural Networks
16732,Linear or Logistic Regression
16734,Bayesian Approaches
16734,Linear or Logistic Regression
16734,Decision Trees or Random Forests
16734,"Dense Neural Networks (MLPs, etc)"
16735,Linear or Logistic Regression
16735,Decision Trees or Random Forests
16735,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16738,Recurrent Neural Networks
16738,Linear or Logistic Regression
16738,Convolutional Neural Networks
16738,Generative Adversarial Networks
16738,"Dense Neural Networks (MLPs, etc)"
16738,Bayesian Approaches
16738,"Transformer Networks (BERT, gpt-3, etc)"
16738,"Autoencoder Networks (DAE, VAE, etc)"
16739,Linear or Logistic Regression
16739,Decision Trees or Random Forests
16739,Bayesian Approaches
16739,Graph Neural Networks
16742,"Dense Neural Networks (MLPs, etc)"
16742,Bayesian Approaches
16742,Linear or Logistic Regression
16742,Convolutional Neural Networks
16742,Decision Trees or Random Forests
16743,Evolutionary Approaches
16743,Recurrent Neural Networks
16743,Convolutional Neural Networks
16743,Bayesian Approaches
16743,Decision Trees or Random Forests
16743,Linear or Logistic Regression
16744,Linear or Logistic Regression
16744,Decision Trees or Random Forests
16746,Decision Trees or Random Forests
16746,Graph Neural Networks
16746,Linear or Logistic Regression
16746,Bayesian Approaches
16747,Decision Trees or Random Forests
16747,Linear or Logistic Regression
16747,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16747,Bayesian Approaches
16750,Linear or Logistic Regression
16753,Convolutional Neural Networks
16753,"Dense Neural Networks (MLPs, etc)"
16753,Bayesian Approaches
16753,"Autoencoder Networks (DAE, VAE, etc)"
16753,Decision Trees or Random Forests
16753,Linear or Logistic Regression
16754,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16754,"Autoencoder Networks (DAE, VAE, etc)"
16754,Linear or Logistic Regression
16754,"Dense Neural Networks (MLPs, etc)"
16754,Decision Trees or Random Forests
16754,Convolutional Neural Networks
16758,Decision Trees or Random Forests
16758,Linear or Logistic Regression
16758,"Dense Neural Networks (MLPs, etc)"
16758,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16761,Bayesian Approaches
16761,Linear or Logistic Regression
16761,"Transformer Networks (BERT, gpt-3, etc)"
16762,Linear or Logistic Regression
16762,Convolutional Neural Networks
16763,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16763,Decision Trees or Random Forests
16763,Linear or Logistic Regression
16766,Recurrent Neural Networks
16766,"Dense Neural Networks (MLPs, etc)"
16766,Decision Trees or Random Forests
16766,Generative Adversarial Networks
16771,Graph Neural Networks
16774,"Transformer Networks (BERT, gpt-3, etc)"
16774,Linear or Logistic Regression
16774,Evolutionary Approaches
16774,Graph Neural Networks
16774,"Dense Neural Networks (MLPs, etc)"
16775,Linear or Logistic Regression
16775,Bayesian Approaches
16775,Convolutional Neural Networks
16775,Generative Adversarial Networks
16775,Recurrent Neural Networks
16775,"Dense Neural Networks (MLPs, etc)"
16777,Linear or Logistic Regression
16777,Decision Trees or Random Forests
16778,Decision Trees or Random Forests
16778,Bayesian Approaches
16778,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16778,"Dense Neural Networks (MLPs, etc)"
16778,Linear or Logistic Regression
16779,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16779,Decision Trees or Random Forests
16779,Linear or Logistic Regression
16783,"Transformer Networks (BERT, gpt-3, etc)"
16783,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16783,Linear or Logistic Regression
16783,Decision Trees or Random Forests
16785,Other
16787,Recurrent Neural Networks
16787,Linear or Logistic Regression
16787,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16787,"Autoencoder Networks (DAE, VAE, etc)"
16788,Linear or Logistic Regression
16788,Decision Trees or Random Forests
16788,Generative Adversarial Networks
16788,Convolutional Neural Networks
16788,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16788,"Transformer Networks (BERT, gpt-3, etc)"
16788,"Dense Neural Networks (MLPs, etc)"
16788,"Autoencoder Networks (DAE, VAE, etc)"
16789,"Autoencoder Networks (DAE, VAE, etc)"
16789,Generative Adversarial Networks
16789,Decision Trees or Random Forests
16789,Convolutional Neural Networks
16789,Linear or Logistic Regression
16789,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16789,Recurrent Neural Networks
16789,"Transformer Networks (BERT, gpt-3, etc)"
16789,Graph Neural Networks
16789,"Dense Neural Networks (MLPs, etc)"
16790,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16790,Convolutional Neural Networks
16790,Linear or Logistic Regression
16791,Linear or Logistic Regression
16791,Decision Trees or Random Forests
16791,Convolutional Neural Networks
16793,Recurrent Neural Networks
16793,Linear or Logistic Regression
16793,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16794,Linear or Logistic Regression
16795,Linear or Logistic Regression
16795,Bayesian Approaches
16796,Convolutional Neural Networks
16796,"Dense Neural Networks (MLPs, etc)"
16796,"Transformer Networks (BERT, gpt-3, etc)"
16797,Convolutional Neural Networks
16797,Decision Trees or Random Forests
16797,"Dense Neural Networks (MLPs, etc)"
16797,Recurrent Neural Networks
16800,"Dense Neural Networks (MLPs, etc)"
16800,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16800,Decision Trees or Random Forests
16800,Linear or Logistic Regression
16802,Decision Trees or Random Forests
16802,Linear or Logistic Regression
16805,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16805,Convolutional Neural Networks
16805,Decision Trees or Random Forests
16805,Linear or Logistic Regression
16807,"Dense Neural Networks (MLPs, etc)"
16807,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16807,Linear or Logistic Regression
16807,Decision Trees or Random Forests
16807,Convolutional Neural Networks
16808,"Transformer Networks (BERT, gpt-3, etc)"
16808,Graph Neural Networks
16808,"Autoencoder Networks (DAE, VAE, etc)"
16808,"Dense Neural Networks (MLPs, etc)"
16810,Convolutional Neural Networks
16815,Bayesian Approaches
16815,Other
16815,Linear or Logistic Regression
16815,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16815,Decision Trees or Random Forests
16816,Convolutional Neural Networks
16816,Linear or Logistic Regression
16816,Recurrent Neural Networks
16816,Other
16816,Decision Trees or Random Forests
16816,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16817,Linear or Logistic Regression
16817,"Transformer Networks (BERT, gpt-3, etc)"
16819,Convolutional Neural Networks
16825,Decision Trees or Random Forests
16825,Linear or Logistic Regression
16829,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16829,Decision Trees or Random Forests
16829,Linear or Logistic Regression
16831,Recurrent Neural Networks
16831,Graph Neural Networks
16831,Bayesian Approaches
16831,Decision Trees or Random Forests
16831,"Dense Neural Networks (MLPs, etc)"
16831,Evolutionary Approaches
16831,Linear or Logistic Regression
16836,Linear or Logistic Regression
16838,Decision Trees or Random Forests
16838,Convolutional Neural Networks
16838,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16838,Linear or Logistic Regression
16841,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16841,Decision Trees or Random Forests
16842,Bayesian Approaches
16842,Convolutional Neural Networks
16842,Decision Trees or Random Forests
16842,"Dense Neural Networks (MLPs, etc)"
16842,Linear or Logistic Regression
16842,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16847,Convolutional Neural Networks
16847,Linear or Logistic Regression
16847,Generative Adversarial Networks
16847,Decision Trees or Random Forests
16847,Graph Neural Networks
16847,Recurrent Neural Networks
16850,Bayesian Approaches
16850,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16850,Decision Trees or Random Forests
16850,Linear or Logistic Regression
16851,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16851,Decision Trees or Random Forests
16853,Decision Trees or Random Forests
16853,Linear or Logistic Regression
16853,Convolutional Neural Networks
16853,Recurrent Neural Networks
16853,"Dense Neural Networks (MLPs, etc)"
16853,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16855,Decision Trees or Random Forests
16855,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16855,Linear or Logistic Regression
16857,Recurrent Neural Networks
16857,"Transformer Networks (BERT, gpt-3, etc)"
16857,Convolutional Neural Networks
16857,"Dense Neural Networks (MLPs, etc)"
16857,Generative Adversarial Networks
16857,Graph Neural Networks
16859,Linear or Logistic Regression
16859,Decision Trees or Random Forests
16860,Decision Trees or Random Forests
16860,Linear or Logistic Regression
16860,"Autoencoder Networks (DAE, VAE, etc)"
16860,Graph Neural Networks
16860,Bayesian Approaches
16860,"Dense Neural Networks (MLPs, etc)"
16865,Decision Trees or Random Forests
16865,Recurrent Neural Networks
16865,Linear or Logistic Regression
16865,Convolutional Neural Networks
16866,Linear or Logistic Regression
16866,Recurrent Neural Networks
16866,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16866,Decision Trees or Random Forests
16866,Convolutional Neural Networks
16866,Bayesian Approaches
16867,Decision Trees or Random Forests
16868,Decision Trees or Random Forests
16868,Generative Adversarial Networks
16868,Recurrent Neural Networks
16868,Graph Neural Networks
16868,Convolutional Neural Networks
16868,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16868,"Autoencoder Networks (DAE, VAE, etc)"
16868,Linear or Logistic Regression
16868,Evolutionary Approaches
16868,Bayesian Approaches
16869,Decision Trees or Random Forests
16870,Linear or Logistic Regression
16870,"Transformer Networks (BERT, gpt-3, etc)"
16870,Convolutional Neural Networks
16872,Convolutional Neural Networks
16873,Bayesian Approaches
16873,Linear or Logistic Regression
16873,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16873,"Transformer Networks (BERT, gpt-3, etc)"
16873,"Dense Neural Networks (MLPs, etc)"
16873,Decision Trees or Random Forests
16873,Convolutional Neural Networks
16875,Convolutional Neural Networks
16875,Recurrent Neural Networks
16875,Linear or Logistic Regression
16878,"Transformer Networks (BERT, gpt-3, etc)"
16879,Linear or Logistic Regression
16879,Decision Trees or Random Forests
16880,Decision Trees or Random Forests
16880,"Transformer Networks (BERT, gpt-3, etc)"
16881,"Transformer Networks (BERT, gpt-3, etc)"
16881,"Dense Neural Networks (MLPs, etc)"
16881,Convolutional Neural Networks
16882,Decision Trees or Random Forests
16882,Recurrent Neural Networks
16882,Convolutional Neural Networks
16882,"Dense Neural Networks (MLPs, etc)"
16882,"Transformer Networks (BERT, gpt-3, etc)"
16883,Convolutional Neural Networks
16883,Linear or Logistic Regression
16883,Generative Adversarial Networks
16883,"Transformer Networks (BERT, gpt-3, etc)"
16883,"Dense Neural Networks (MLPs, etc)"
16883,Recurrent Neural Networks
16886,Linear or Logistic Regression
16886,Decision Trees or Random Forests
16887,Linear or Logistic Regression
16887,Decision Trees or Random Forests
16887,Recurrent Neural Networks
16890,Linear or Logistic Regression
16892,Decision Trees or Random Forests
16893,Convolutional Neural Networks
16897,Bayesian Approaches
16897,"Transformer Networks (BERT, gpt-3, etc)"
16897,Convolutional Neural Networks
16897,Linear or Logistic Regression
16898,Decision Trees or Random Forests
16898,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16901,Linear or Logistic Regression
16903,Decision Trees or Random Forests
16903,Convolutional Neural Networks
16903,Linear or Logistic Regression
16903,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16904,Convolutional Neural Networks
16904,Linear or Logistic Regression
16904,Graph Neural Networks
16904,Bayesian Approaches
16904,Decision Trees or Random Forests
16904,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16904,"Transformer Networks (BERT, gpt-3, etc)"
16905,Other
16907,Recurrent Neural Networks
16908,"Autoencoder Networks (DAE, VAE, etc)"
16908,"Transformer Networks (BERT, gpt-3, etc)"
16909,Linear or Logistic Regression
16909,Decision Trees or Random Forests
16910,Convolutional Neural Networks
16910,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16910,"Transformer Networks (BERT, gpt-3, etc)"
16910,"Autoencoder Networks (DAE, VAE, etc)"
16910,Recurrent Neural Networks
16910,Linear or Logistic Regression
16910,Decision Trees or Random Forests
16910,Graph Neural Networks
16911,Recurrent Neural Networks
16911,Convolutional Neural Networks
16911,"Dense Neural Networks (MLPs, etc)"
16912,Linear or Logistic Regression
16912,Bayesian Approaches
16912,Decision Trees or Random Forests
16913,Linear or Logistic Regression
16913,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16914,Linear or Logistic Regression
16914,Convolutional Neural Networks
16914,Recurrent Neural Networks
16917,Other
16920,Convolutional Neural Networks
16920,Linear or Logistic Regression
16920,"Dense Neural Networks (MLPs, etc)"
16921,Linear or Logistic Regression
16921,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16921,Decision Trees or Random Forests
16922,Decision Trees or Random Forests
16922,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16922,Linear or Logistic Regression
16923,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16923,Linear or Logistic Regression
16923,Convolutional Neural Networks
16923,Recurrent Neural Networks
16923,Decision Trees or Random Forests
16926,Linear or Logistic Regression
16927,"Transformer Networks (BERT, gpt-3, etc)"
16927,Bayesian Approaches
16927,Decision Trees or Random Forests
16927,Linear or Logistic Regression
16928,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16928,Decision Trees or Random Forests
16928,Graph Neural Networks
16928,Linear or Logistic Regression
16928,"Dense Neural Networks (MLPs, etc)"
16928,Convolutional Neural Networks
16928,Other
16931,Bayesian Approaches
16931,Convolutional Neural Networks
16931,Decision Trees or Random Forests
16931,Linear or Logistic Regression
16933,Linear or Logistic Regression
16938,Convolutional Neural Networks
16939,Linear or Logistic Regression
16940,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16940,"Dense Neural Networks (MLPs, etc)"
16940,Convolutional Neural Networks
16942,Linear or Logistic Regression
16942,Decision Trees or Random Forests
16943,Convolutional Neural Networks
16944,Graph Neural Networks
16945,Linear or Logistic Regression
16945,Bayesian Approaches
16945,Decision Trees or Random Forests
16947,"Dense Neural Networks (MLPs, etc)"
16947,Linear or Logistic Regression
16948,Evolutionary Approaches
16948,"Dense Neural Networks (MLPs, etc)"
16949,Convolutional Neural Networks
16949,Decision Trees or Random Forests
16949,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16952,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16952,Linear or Logistic Regression
16952,Decision Trees or Random Forests
16953,Decision Trees or Random Forests
16953,Recurrent Neural Networks
16953,Bayesian Approaches
16953,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16953,Convolutional Neural Networks
16953,"Dense Neural Networks (MLPs, etc)"
16953,Linear or Logistic Regression
16954,"Autoencoder Networks (DAE, VAE, etc)"
16954,Generative Adversarial Networks
16954,Decision Trees or Random Forests
16954,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16954,"Dense Neural Networks (MLPs, etc)"
16954,Convolutional Neural Networks
16954,Recurrent Neural Networks
16956,Convolutional Neural Networks
16956,Bayesian Approaches
16956,Recurrent Neural Networks
16957,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16957,Recurrent Neural Networks
16957,"Transformer Networks (BERT, gpt-3, etc)"
16957,"Dense Neural Networks (MLPs, etc)"
16957,Decision Trees or Random Forests
16958,Linear or Logistic Regression
16959,Decision Trees or Random Forests
16959,Linear or Logistic Regression
16960,Convolutional Neural Networks
16961,"Transformer Networks (BERT, gpt-3, etc)"
16961,Linear or Logistic Regression
16961,Convolutional Neural Networks
16961,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16961,"Autoencoder Networks (DAE, VAE, etc)"
16964,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16964,Decision Trees or Random Forests
16964,Bayesian Approaches
16964,"Autoencoder Networks (DAE, VAE, etc)"
16964,"Transformer Networks (BERT, gpt-3, etc)"
16964,Recurrent Neural Networks
16964,Convolutional Neural Networks
16965,"Dense Neural Networks (MLPs, etc)"
16965,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16965,Linear or Logistic Regression
16965,Decision Trees or Random Forests
16967,Graph Neural Networks
16969,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16969,Bayesian Approaches
16969,"Autoencoder Networks (DAE, VAE, etc)"
16969,Decision Trees or Random Forests
16969,Linear or Logistic Regression
16971,Generative Adversarial Networks
16971,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16971,Convolutional Neural Networks
16971,Decision Trees or Random Forests
16971,Linear or Logistic Regression
16972,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16972,Linear or Logistic Regression
16972,Decision Trees or Random Forests
16973,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16973,Convolutional Neural Networks
16973,Linear or Logistic Regression
16973,"Dense Neural Networks (MLPs, etc)"
16973,Decision Trees or Random Forests
16974,Linear or Logistic Regression
16976,Linear or Logistic Regression
16976,"Transformer Networks (BERT, gpt-3, etc)"
16976,Decision Trees or Random Forests
16977,Decision Trees or Random Forests
16977,Linear or Logistic Regression
16980,Recurrent Neural Networks
16981,Generative Adversarial Networks
16981,Convolutional Neural Networks
16981,"Dense Neural Networks (MLPs, etc)"
16982,Linear or Logistic Regression
16982,Recurrent Neural Networks
16982,"Transformer Networks (BERT, gpt-3, etc)"
16982,Bayesian Approaches
16983,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16983,Linear or Logistic Regression
16983,Convolutional Neural Networks
16983,Decision Trees or Random Forests
16984,Linear or Logistic Regression
16984,Decision Trees or Random Forests
16985,Convolutional Neural Networks
16985,"Transformer Networks (BERT, gpt-3, etc)"
16985,Linear or Logistic Regression
16985,Evolutionary Approaches
16985,Decision Trees or Random Forests
16986,Linear or Logistic Regression
16988,Decision Trees or Random Forests
16988,Convolutional Neural Networks
16988,Graph Neural Networks
16990,Decision Trees or Random Forests
16990,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16990,Linear or Logistic Regression
16992,Linear or Logistic Regression
16992,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16992,"Autoencoder Networks (DAE, VAE, etc)"
16992,Bayesian Approaches
16992,Decision Trees or Random Forests
16992,Recurrent Neural Networks
16992,"Dense Neural Networks (MLPs, etc)"
16993,Convolutional Neural Networks
16993,Linear or Logistic Regression
16993,Decision Trees or Random Forests
16993,Bayesian Approaches
16993,"Dense Neural Networks (MLPs, etc)"
16994,Linear or Logistic Regression
16994,"Dense Neural Networks (MLPs, etc)"
16995,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16996,Convolutional Neural Networks
16996,"Dense Neural Networks (MLPs, etc)"
16996,Decision Trees or Random Forests
16996,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16996,Linear or Logistic Regression
16997,Linear or Logistic Regression
16997,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16997,Decision Trees or Random Forests
16997,Convolutional Neural Networks
16998,Recurrent Neural Networks
16998,Convolutional Neural Networks
16999,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
16999,Decision Trees or Random Forests
16999,Linear or Logistic Regression
17000,Convolutional Neural Networks
17000,Linear or Logistic Regression
17000,Decision Trees or Random Forests
17001,"Dense Neural Networks (MLPs, etc)"
17002,Linear or Logistic Regression
17002,Convolutional Neural Networks
17002,"Autoencoder Networks (DAE, VAE, etc)"
17002,Bayesian Approaches
17004,Linear or Logistic Regression
17005,Evolutionary Approaches
17006,Recurrent Neural Networks
17006,"Transformer Networks (BERT, gpt-3, etc)"
17006,Convolutional Neural Networks
17008,"Transformer Networks (BERT, gpt-3, etc)"
17008,"Autoencoder Networks (DAE, VAE, etc)"
17008,Graph Neural Networks
17008,Convolutional Neural Networks
17010,Decision Trees or Random Forests
17010,Linear or Logistic Regression
17011,Linear or Logistic Regression
17013,Convolutional Neural Networks
17014,Linear or Logistic Regression
17015,Graph Neural Networks
17015,Decision Trees or Random Forests
17015,Bayesian Approaches
17015,"Gradient Boosting Machines (xgboost, lightgbm, etc)"
17019,"Transformer Networks (BERT, gpt-3, etc)"
17019,Decision Trees or Random Forests
17019,Evolutionary Approaches
17019,Linear or Logistic Regression
17019,Bayesian Approaches
17020,Linear or Logistic Regression
17020,Convolutional Neural Networks
